age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,marital_unknown,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,education_unknown,default_unknown,default_yes,housing_unknown,housing_yes,loan_unknown,loan_yes,contact_telephone,month_aug,month_dec,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,day_of_week_mon,day_of_week_thu,day_of_week_tue,day_of_week_wed,poutcome_nonexistent,poutcome_success,y_yes,cluster
1.5185084334240588,-0.5750946550799535,0.1998928618113973,-0.3552271211474321,0.6568923598055849,0.7133477702765733,0.8827234434720398,0.7207406898260529,0.3437672811206914,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0
1.6141089413585992,-0.5750946550799535,0.1998928618113973,-0.3552271211474321,0.6568923598055849,0.7133477702765733,0.8827234434720398,0.7207406898260529,0.3437672811206914,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0
-0.2979012173322101,-0.5750946550799535,0.1998928618113973,-0.3552271211474321,0.6568923598055849,0.7133477702765733,0.8827234434720398,0.7207406898260529,0.3437672811206914,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0
-0.0110996935285887,-0.5750946550799535,0.1998928618113973,-0.3552271211474321,0.6568923598055849,0.7133477702765733,0.8827234434720398,0.7207406898260529,0.3437672811206914,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0
1.5185084334240588,-0.5750946550799535,0.1998928618113973,-0.3552271211474321,0.6568923598055849,0.7133477702765733,0.8827234434720398,0.7207406898260529,0.3437672811206914,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0
0.4669028461441136,-0.5750946550799535,0.1998928618113973,-0.3552271211474321,0.6568923598055849,0.7133477702765733,0.8827234434720398,0.7207406898260529,0.3437672811206914,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0
1.80530995722768,-0.5750946550799535,0.1998928618113973,-0.3552271211474321,0.6568923598055849,0.7133477702765733,0.8827234434720398,0.7207406898260529,0.3437672811206914,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0
0.0845008144059517,-0.5750946550799535,0.1998928618113973,-0.3552271211474321,0.6568923598055849,0.7133477702765733,0.8827234434720398,0.7207406898260529,0.3437672811206914,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0
-1.5407078204812363,-0.5750946550799535,0.1998928618113973,-0.3552271211474321,0.6568923598055849,0.7133477702765733,0.8827234434720398,0.7207406898260529,0.3437672811206914,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0
-1.4451073125466958,-0.5750946550799535,0.1998928618113973,-0.3552271211474321,0.6568923598055849,0.7133477702765733,0.8827234434720398,0.7207406898260529,0.3437672811206914,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0
